word,phonetic,meaning,category,example,exampleZh
hatch v./n.,,孵化,健康,,
health care products n.,,保健品,健康,,
herbal medicine,,草药,健康,,
heart attack n.,,心脏病发作,健康,,
heart failure n.,,心力衰竭,健康,,
hemorrhoids n.,,痔疮,健康,,
hepatitis n.,,肝炎,健康,,
hepatitis A n.,,甲肝,健康,,
hepatitis B n.,,乙肝,健康,,
herbal essence n.,,草药精，草本精华,健康,,
heredity n.,,遗传,健康,,
herpes n.,,疱疹,健康,,
hiccup n. / v.,,打嗝,健康,,
high blood pressure n.,,高血压,健康,,
high cholesterol n.,,胆固醇过高,健康,,
HIV （human immunodeficiency virus）,,人体免疫缺损病毒，艾滋病病毒,健康,,
HIV-positive adj.,,艾滋病病毒测试呈阳性,健康,,
hoarseness n.,,嘶哑， 刺耳,健康,,
holistic medicine n.,,全身 （整体） 治疗的药物， 如中药,健康,,
homosexually transmitted disease n.,,由同性恋传播的疾病,健康,,
hormone n.,,荷尔蒙，激素,健康,,
human genome n.,,人类基因图谱,健康,,
hypertension n.,,高血压， 过度紧张,健康,,
hypotension n.,,血压过低,健康,,
immune system n.,,免疫系统,健康,,
immunity n.,,免疫性,健康,,
implant v. /n.,,植入,健康,,
impotence n.,,阳萎,健康,,
in a vegetative state,,处于植物人状态,健康,,
incubator n.,,孵卵器， 早产儿保育器,健康,,
infected adj.,,被感染的,健康,,
infertility n.,,不孕， 不育,健康,,
inflamed skin n.,,皮肤发炎,健康,,
injection n.,,注射,健康,,
inoculate v.,,打预防针， 接种疫苗,健康,,
insemination n.,,授精,健康,,
insomnia n.,,失眠， 失眠症,健康,,
insulin n.,,胰岛素,健康,,
introspective adj.,,内省，内向的,健康,,
introvert n. / adj.,,性格内向的（人）,健康,,
irregular pulse n.,,脉律不齐,健康,,
irritable adj.,,急躁的,健康,,
isolation n.,,隔离,健康,,
itching adj.,,发痒的、渴望的,健康,,
itchy adj.,,使人发痒的，不安静的，神经质的,健康,,
IVF （in-vitro fertilization） [ ] n.,,试管受精,健康,,
kidney stones n.,,肾结石,健康,,
kidney transplant n.,,肾移植,健康,,
lactose n.,,乳糖,健康,,
laser treatment n.,,激光疗法,健康,,
lesion n.,,感染的皮肤， 损伤,健康,,
living donor n.（,,活体）器官捐献者,健康,,
lobe n.,,耳垂,健康,,
malaria n.,,疟疾,健康,,
mandatory testing n.,,强制测试,健康,,
manicure n.,,修指甲,健康,,
mate v.,,交配,健康,,
maternity leave,,产假,健康,,
matrix n.,,子宫,健康,,
menopause n.,,更年期,健康,,
mental deterioration n.,,神经退化、衰弱,健康,,
mental disorder n.,,精神紊乱,健康,,
metabolism n.,,新陈代谢,健康,,
microbe n.,,微生物， 细菌,健康,,
micro-organism n.,,微生物,健康,,
microprocessor n.,,微处理器，单片机,健康,,
migraine n.,,偏头痛,健康,,
molecule n.,,分子,健康,,
morbidity rate n.,,发病率,健康,,
morning sickness n. （,,孕妇） 晨吐,健康,,
mortality rate n.,,死亡率,健康,,
mouth hygiene n.,,口腔卫生,健康,,
near-sighted adj.,,近视的,健康,,
nerve pathway n.,,神经通道,健康,,
neurological adj.,,神经学的,健康,,
neurologist n.,,神经科医师,健康,,
neuropathy n.,,神经病,健康,,
nicotine n.,,尼古丁,健康,,
numbness n.,,麻木,健康,,
nutrition n.,,营养，营养学,健康,,
obesity n.,,肥胖症,健康,,
odds n.,,可能的机会；几率,健康,,
odor n.,,气味,健康,,
offspring n.,,后代,健康,,
OTC drugs n.,,非处方药,健康,,
outbreak n. （,,疫情等）暴发,健康,,
Parkinson’s disease n.,,帕金森综合症,健康,,
passive smoking / second- hand smoking n.,,被动吸烟,健康,,
pediatrics n.,,小儿科,健康,,
pedicure n.,,修脚，修脚指甲,健康,,
perceptual skill n.,,感知能力,健康,,
person in a vegetative state; vegetable n.,,植物人,健康,,
personal hygiene n.,,个人卫生,健康,,
pharmaceutical n./adj.,,药物，制药学的,健康,,
pharmacist n.,,药剂师,健康,,
physical endurance n.,,体力、体能,健康,,
pimple n.,,丘疹，面泡，青春豆,健康,,
plague n.,,瘟疫,健康,,
plethora n.,,多血症,健康,,
PMS （ pre-menstrual Syndrome） n.,,月经前不快症状,健康,,
pneumonia n.,,肺炎,健康,,
pore n.,,毛孔,健康,,
pregnancy n.,,怀孕,健康,,
pressure n.,,压力,健康,,
protein n.,,蛋白质,健康,,
psychological rest n.,,心理休息,健康,,
pulse n.,,脉搏,健康,,
quarantine n. /v.,,隔离,健康,,
rabies n.,,狂犬病,健康,,
regenerate v.,,再生,健康,,
remedy n.,,药物，治疗，矫正,健康,,
renal adj.,,肾脏的,健康,,
respirator n.,,口罩；人工呼吸器,健康,,
a canister respirator n.,,防毒面具,健康,,
rheumatism n.,,风湿,健康,,
ringing in the ears n.,,耳鸣,健康,,
rinse n. / v.,,冲洗掉， 清洗，冲洗,健康,,
royal jelly n.,,蜂王浆,健康,,
saccharin n.,,糖精,健康,,
SARS-affected area n.,,非典疫区,健康,,
SARS epidemic n.,,非典型性肺炎,健康,,
scarlet fever n.,,猩红热,健康,,
secretion n.,,分泌，分泌物,健康,,
sedative n.,,镇静剂，止痛药 adj. 镇痛的,健康,,
shiatsu n. （,,日） 指压，指压按摩疗法,健康,,
schistosomiasis n.,,血吸虫病,健康,,
skin rash n.,,皮疹,健康,,
slow-wave sleep n.,,慢波睡眠,健康,,
smallpox n.,,天花,健康,,
sneeze v. / n.,,打喷嚏,健康,,
snore n./ v.,,打鼾， 鼾声,健康,,
sore throat n.,,喉咙痛,健康,,
soreness n.,,痛，痛楚,健康,,
spasm n.,,痉挛,健康,,
sperm bank n. （,,为人工授精提供精子的）精子库,健康,,
sperm donor n.,,捐献精子的人,健康,,
sprain n.,,扭伤,健康,,
STD （Sexually Transmitted Disease） n.,,性传染病,健康,,
stem cell n.,,干细胞,健康,,
sterile adj.,,不育的，无结果的，消毒过的，无菌的,健康,,
sterilization n.,,消毒， 绝育,健康,,
steroids n.,,类固醇,健康,,
stroke n.,,中风,健康,,
stiff neck n.,,落枕,健康,,
stimulant n.,,刺激物,健康,,
stinky feet n.,,臭脚,健康,,
stolid adj.,,神经麻木的， 感觉迟钝的,健康,,
stress n.,,压力，焦虑,健康,,
sub-consciousness n.,,潜意识,健康,,
surgeon n.,,外科医生,健康,,
swelling n.,,肿胀,健康,,
symptom n.,,症状,健康,,
syndrome n.,,综合病症,健康,,
syphilis n.,,梅毒,健康,,
test tube n.,,试管,健康,,
the terminally ill n.,,患绝症者；病入膏肓者,健康,,
thrush n.,,鹅口疮,健康,,
toxic adj.,,有毒的,健康,,
toxin n.,,毒素,健康,,
transplant n./ v.,,移植,健康,,
trauma n.,,外伤,健康,,
trial version n.,,试验版,健康,,
tumor n.,,瘤,健康,,
typhoid fever n.,,伤寒,健康,,
ulcers n.,,溃疡,健康,,
unconsciousness n.,,无意识， 意识不清,健康,,
upset stomach n.,,反胃，肚子痛,健康,,
urinary incontinence n.,,小便失禁,健康,,
vaccination n.,,接种疫苗,健康,,
vaccine n.,,疫苗,健康,,
varicose veins n.,,静脉曲张,健康,,
vellus n.,,毫毛,健康,,
vicious circle n.,,恶性循环,健康,,
virus n.,,病毒,健康,,
visual disturbance n.,,视力障碍,健康,,
vivacious adj.,,性格活泼的，快活的,健康,,
voluntary and confidential testing,,自愿的，保密的测试,健康,,
wart n.,,疣,健康,,
womb n.,,子宫,健康,,
wrinkle n.,,皱纹,健康,,
TCM （Traditional Chinese medicine）,,中医,健康,,
famous TCM work,,中医名着,健康,,
Huang Di’s Classic of Internal Medicine / Yellow Emperor's,,《黄帝内经》,健康,,
Shennong’s Herbal Classic,,《神农本草经》,健康,,
Compendium of Materia Medica,,《本草纲目》,健康,,
Ching; Book of Change,,《易经》,健康,,
nothing compares to a human life,,万物人为贵,健康,,
healing the sick and saving the dying,,救死扶伤,健康,,
"yin-yang, the two opposing and complementary principles in nature",,阴阳,健康,,
mutual generation and restriction,,相生相克,健康,,
mutually opposing and constraining,,对立制约,健康,,
interdependent and mutually promoting,,互根互用,健康,,
mutually transformational,,相互转化,健康,,
metabolism,,新陈代谢,健康,,
acupuncture,,针灸,健康,,
a）,,针刺疗法 acupuncture；寒 cold；酸 sour,健康,,
b）,,艾炙疗法 moxibustion；热 hot；苦 bitter,健康,,
medical massage,,推拿,健康,,
acupuncture point,,穴位,健康,,
acupuncture anesthesia,,针刺麻醉,健康,,
general hospital,,综合医院,健康,,
TCM section/ department,,中医部,健康,,
Chinese） cupping therapy,,拔火罐疗法 （,健康,,
"skin scraping therapy with water, liquor or vegetable oil",,刮痧疗法,健康,,
physical therapy,,理疗,健康,,
feeling the pulse,,切脉,健康,,
folk prescription,,偏方,健康,,
secret prescription （normally of excellent curative effect）,,秘方,健康,,
secret prescription handed down from one's ancestors,,祖传秘方,健康,,
"the theory of yin-yang and five elements （metal, wood",,阴阳五行学说,健康,,
heart,,心,健康,,
liver,,肝,健康,,
spleen,,脾,健康,,
stomach,,胃,健康,,
lung,,肺,健康,,
kidney,,肾,健康,,
"internal causes（joy, anger, worr y",,惊 ）,健康,,
"external causes （wind, cold, heat",,外感六淫 （风、寒、暑、湿、燥、火）,健康,,
four properties of medicinal herb,,中药四性,健康,,
c）,,温 warm；甜 sweet,健康,,
d）,,凉 cool；辣 spicy,健康,,
five tastes of medicinal herb,,中药五味,健康,,
e）,,咸 salty,健康,,
message therapy,,按摩,健康,,
lose weight,,减肥,健康,,
main and collateral channels inside human body; meridian,,经络,健康,,
maintain good health through the intake of nourishing food,,食补保健,健康,,
Tai chi quan; Tai chi Chuan; Taijiquan boxing,,太极拳,健康,,
to defer senility,,延缓衰老,健康,,
pharmacopoeia,,药典,健康,,
an organic whole,,有机整体,健康,,
yoga,,瑜珈,健康,,
"Shennong, herbal medicine master of ancient China",,中国古代药王神农氏,健康,,
Chinese Medical Association,,中华医学会,健康,,
"safety first, precaution crucial.",,安全第一，预防为主,健康,,
ABM （antiballistic missile） [,,"军] Antiballistic Missile, 反弹道导弹",国际时事,,
absolutism n.,,专制主义,国际时事,,
ACLU （American Civil Liberties Union） n.,,美国公民自由协会,国际时事,,
AffirmativeAction n.,,平权措施,国际时事,,
a nightmarish day,,噩梦般的一天,国际时事,,
aerosol spray n.（,,用以自卫的）喷雾剂,国际时事,,
air base n.,,空军基地,国际时事,,
air raid n.,,空袭,国际时事,,
airborne n.,,空降部队,国际时事,,
aircraft carrier,,航母,国际时事,,
air force one,,美国空军一号,国际时事,,
air marshal,,为预防劫机而在客机上设的随机军官,国际时事,,
aircraft carrier n.,,航空母舰,国际时事,,
air piracy n.,,劫机,国际时事,,
air strike n.,,空袭,国际时事,,
all-out attack n.,,全面进攻,国际时事,,
amendment n.,,宪法、法案等修正案,国际时事,,
anarchism n.,,无政府主义,国际时事,,
anarchist n.,,无政府主义者,国际时事,,
Andean Summit,,安第斯集团峰会 （拉美国家）,国际时事,,
anonymity n.,,匿名,国际时事,,
armada n.,,舰队,国际时事,,
armistice n.,,停战协议,国际时事,,
artillery n.,,大炮； 炮兵部队,国际时事,,
assassination n.,,暗杀， 行刺,国际时事,,
asymmetrical warfare n.,,不对等作战,国际时事,,
attorney general n.,,首席检察官， 司法部长,国际时事,,
autocracy n.,,独裁政治， 独裁政府,国际时事,,
